sample_id,omics_id,sample_name,organ,species,sample_number,cell_number
SAM000181863,SCT000000274,RHH4394 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000181862,SCT000000274,RHH4393 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000181861,SCT000000274,RHH4392 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000181860,SCT000000274,RHH4391 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000181859,SCT000000274,RHH4390 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000181858,SCT000000274,RHH4389 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000181857,SCT000000274,RHH4388 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000181856,SCT000000274,RHH4387 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000181855,SCT000000274,RHH4386 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183847,SCT000000274,RHB7025 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000181854,SCT000000274,RHH4385 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000181852,SCT000000274,RHH4383 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000181851,SCT000000274,RHH4382 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000181850,SCT000000274,RHH4381 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000181849,SCT000000274,RHH4380 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000181848,SCT000000274,RHH4379 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000181847,SCT000000274,RHH4378 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000181846,SCT000000274,RHH4377 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000181845,SCT000000274,RHH4376 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183853,SCT000000274,RHB7031 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183852,SCT000000274,RHB7030 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183851,SCT000000274,RHB7029 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183850,SCT000000274,RHB7028 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183849,SCT000000274,RHB7027 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000181853,SCT000000274,RHH4384 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182951,SCT000000274,RHP4555 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182988,SCT000000274,RHP4592 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182984,SCT000000274,RHP4588 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182980,SCT000000274,RHP4584 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182979,SCT000000274,RHP4583 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182974,SCT000000274,RHP4578 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182966,SCT000000274,RHP4570 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182965,SCT000000274,RHP4569 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182886,SCT000000274,RHP4490 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182884,SCT000000274,RHP4488 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182877,SCT000000274,RHP4481 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182875,SCT000000274,RHP4479 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182871,SCT000000274,RHP4475 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182929,SCT000000274,RHP4533 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182926,SCT000000274,RHP4530 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182911,SCT000000274,RHP4515 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182910,SCT000000274,RHP4514 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183707,SCT000000274,RHP5311 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183708,SCT000000274,RHP5312 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183709,SCT000000274,RHP5313 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183710,SCT000000274,RHP5314 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183711,SCT000000274,RHP5315 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183712,SCT000000274,RHP5316 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183713,SCT000000274,RHP5317 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183714,SCT000000274,RHP5318 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183715,SCT000000274,RHP5319 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183716,SCT000000274,RHP5320 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183717,SCT000000274,RHP5321 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183718,SCT000000274,RHP5322 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183719,SCT000000274,RHP5323 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183720,SCT000000274,RHP5324 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183721,SCT000000274,RHP5325 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183722,SCT000000274,RHP5326 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183723,SCT000000274,RHP5327 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183724,SCT000000274,RHP5328 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183725,SCT000000274,RHP5329 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183726,SCT000000274,RHP5330 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183727,SCT000000274,RHP5331 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183728,SCT000000274,RHP5332 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183729,SCT000000274,RHP5333 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183730,SCT000000274,RHP5334 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183731,SCT000000274,RHP5335 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183732,SCT000000274,RHP5336 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183733,SCT000000274,RHP5337 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183706,SCT000000274,RHP5310 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183705,SCT000000274,RHP5309 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183704,SCT000000274,RHP5308 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183703,SCT000000274,RHP5307 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183675,SCT000000274,RHP5279 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183676,SCT000000274,RHP5280 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183677,SCT000000274,RHP5281 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183678,SCT000000274,RHP5282 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183679,SCT000000274,RHP5283 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183680,SCT000000274,RHP5284 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183681,SCT000000274,RHP5285 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183682,SCT000000274,RHP5286 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183683,SCT000000274,RHP5287 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183684,SCT000000274,RHP5288 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183685,SCT000000274,RHP5289 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183686,SCT000000274,RHP5290 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183687,SCT000000274,RHP5291 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183734,SCT000000274,RHP5338 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183688,SCT000000274,RHP5292 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183690,SCT000000274,RHP5294 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183691,SCT000000274,RHP5295 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183692,SCT000000274,RHP5296 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183693,SCT000000274,RHP5297 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183694,SCT000000274,RHP5298 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183695,SCT000000274,RHP5299 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183696,SCT000000274,RHP5300 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183697,SCT000000274,RHP5301 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183698,SCT000000274,RHP5302 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183699,SCT000000274,RHP5303 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183700,SCT000000274,RHP5304 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183701,SCT000000274,RHP5305 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183702,SCT000000274,RHP5306 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183689,SCT000000274,RHP5293 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183735,SCT000000274,RHP5339 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183736,SCT000000274,RHP5340 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183737,SCT000000274,RHP5341 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183770,SCT000000274,RHP5374 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183772,SCT000000274,RHP5376 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183773,SCT000000274,RHP5377 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183774,SCT000000274,RHP5378 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183775,SCT000000274,RHP5379 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183776,SCT000000274,RHP5380 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183777,SCT000000274,RHP5381 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183778,SCT000000274,RHP5382 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183779,SCT000000274,RHP5383 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183780,SCT000000274,RHP5384 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183781,SCT000000274,RHP5385 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183782,SCT000000274,RHP5386 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183783,SCT000000274,RHP5387 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183769,SCT000000274,RHP5373 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183784,SCT000000274,RHP5388 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183786,SCT000000274,RHP5390 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183787,SCT000000274,RHP5391 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183788,SCT000000274,RHP5392 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183789,SCT000000274,RHP5393 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183790,SCT000000274,RHP5394 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183791,SCT000000274,RHP5395 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183792,SCT000000274,RHP5396 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183793,SCT000000274,RHP5397 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183794,SCT000000274,RHP5398 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183795,SCT000000274,RHP5399 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183796,SCT000000274,RHP5400 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183797,SCT000000274,RHP5401 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183798,SCT000000274,RHP5402 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183785,SCT000000274,RHP5389 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183674,SCT000000274,RHP5278 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183768,SCT000000274,RHP5372 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183766,SCT000000274,RHP5370 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183738,SCT000000274,RHP5342 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183739,SCT000000274,RHP5343 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183740,SCT000000274,RHP5344 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183741,SCT000000274,RHP5345 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183742,SCT000000274,RHP5346 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183743,SCT000000274,RHP5347 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183744,SCT000000274,RHP5348 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183745,SCT000000274,RHP5349 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183746,SCT000000274,RHP5350 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183747,SCT000000274,RHP5351 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183748,SCT000000274,RHP5352 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183749,SCT000000274,RHP5353 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183750,SCT000000274,RHP5354 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183767,SCT000000274,RHP5371 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183751,SCT000000274,RHP5355 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183753,SCT000000274,RHP5357 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183754,SCT000000274,RHP5358 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183755,SCT000000274,RHP5359 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183756,SCT000000274,RHP5360 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183757,SCT000000274,RHP5361 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183758,SCT000000274,RHP5362 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183759,SCT000000274,RHP5363 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183760,SCT000000274,RHP5364 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183761,SCT000000274,RHP5365 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183762,SCT000000274,RHP5366 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183763,SCT000000274,RHP5367 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183764,SCT000000274,RHP5368 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183765,SCT000000274,RHP5369 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183752,SCT000000274,RHP5356 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183673,SCT000000274,RHP5277 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183672,SCT000000274,RHP5276 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183671,SCT000000274,RHP5275 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183568,SCT000000274,RHP5172 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183569,SCT000000274,RHP5173 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183570,SCT000000274,RHP5174 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183571,SCT000000274,RHP5175 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183572,SCT000000274,RHP5176 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183573,SCT000000274,RHP5177 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183574,SCT000000274,RHP5178 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183575,SCT000000274,RHP5179 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183577,SCT000000274,RHP5181 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183578,SCT000000274,RHP5182 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183580,SCT000000274,RHP5184 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183581,SCT000000274,RHP5185 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183582,SCT000000274,RHP5186 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183566,SCT000000274,RHP5170 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183583,SCT000000274,RHP5187 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183585,SCT000000274,RHP5189 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183586,SCT000000274,RHP5190 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183587,SCT000000274,RHP5191 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183588,SCT000000274,RHP5192 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183589,SCT000000274,RHP5193 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183590,SCT000000274,RHP5194 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183591,SCT000000274,RHP5195 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183592,SCT000000274,RHP5196 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183593,SCT000000274,RHP5197 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183594,SCT000000274,RHP5198 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183595,SCT000000274,RHP5199 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183597,SCT000000274,RHP5201 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183598,SCT000000274,RHP5202 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183584,SCT000000274,RHP5188 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183599,SCT000000274,RHP5203 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183565,SCT000000274,RHP5169 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183563,SCT000000274,RHP5167 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183529,SCT000000274,RHP5133 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183539,SCT000000274,RHP5143 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183541,SCT000000274,RHP5145 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183542,SCT000000274,RHP5146 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183543,SCT000000274,RHP5147 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183544,SCT000000274,RHP5148 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183564,SCT000000274,RHP5168 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183545,SCT000000274,RHP5149 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183547,SCT000000274,RHP5151 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183548,SCT000000274,RHP5152 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183549,SCT000000274,RHP5153 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183551,SCT000000274,RHP5155 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183552,SCT000000274,RHP5156 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183553,SCT000000274,RHP5157 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183555,SCT000000274,RHP5159 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183556,SCT000000274,RHP5160 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183557,SCT000000274,RHP5161 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183558,SCT000000274,RHP5162 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183560,SCT000000274,RHP5164 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183561,SCT000000274,RHP5165 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183562,SCT000000274,RHP5166 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183546,SCT000000274,RHP5150 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183799,SCT000000274,RHP5403 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183600,SCT000000274,RHP5204 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183604,SCT000000274,RHP5208 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183640,SCT000000274,RHP5244 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183641,SCT000000274,RHP5245 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183643,SCT000000274,RHP5247 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183644,SCT000000274,RHP5248 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183645,SCT000000274,RHP5249 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183646,SCT000000274,RHP5250 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183647,SCT000000274,RHP5251 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183648,SCT000000274,RHP5252 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183649,SCT000000274,RHP5253 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183650,SCT000000274,RHP5254 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183651,SCT000000274,RHP5255 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183652,SCT000000274,RHP5256 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183654,SCT000000274,RHP5258 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183639,SCT000000274,RHP5243 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183655,SCT000000274,RHP5259 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183657,SCT000000274,RHP5261 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183658,SCT000000274,RHP5262 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183659,SCT000000274,RHP5263 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183660,SCT000000274,RHP5264 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183661,SCT000000274,RHP5265 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183662,SCT000000274,RHP5266 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183664,SCT000000274,RHP5268 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183665,SCT000000274,RHP5269 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183666,SCT000000274,RHP5270 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183667,SCT000000274,RHP5271 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183668,SCT000000274,RHP5272 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183669,SCT000000274,RHP5273 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183670,SCT000000274,RHP5274 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183656,SCT000000274,RHP5260 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183602,SCT000000274,RHP5206 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183638,SCT000000274,RHP5242 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183636,SCT000000274,RHP5240 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183605,SCT000000274,RHP5209 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183606,SCT000000274,RHP5210 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183607,SCT000000274,RHP5211 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183608,SCT000000274,RHP5212 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183609,SCT000000274,RHP5213 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183610,SCT000000274,RHP5214 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183611,SCT000000274,RHP5215 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183612,SCT000000274,RHP5216 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183613,SCT000000274,RHP5217 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183614,SCT000000274,RHP5218 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183615,SCT000000274,RHP5219 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183616,SCT000000274,RHP5220 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183617,SCT000000274,RHP5221 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183637,SCT000000274,RHP5241 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183618,SCT000000274,RHP5222 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183620,SCT000000274,RHP5224 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183621,SCT000000274,RHP5225 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183622,SCT000000274,RHP5226 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183623,SCT000000274,RHP5227 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183624,SCT000000274,RHP5228 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183625,SCT000000274,RHP5229 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183627,SCT000000274,RHP5231 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183628,SCT000000274,RHP5232 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183629,SCT000000274,RHP5233 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183630,SCT000000274,RHP5234 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183632,SCT000000274,RHP5236 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183633,SCT000000274,RHP5237 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183635,SCT000000274,RHP5239 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183619,SCT000000274,RHP5223 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183884,SCT000000274,RHP6370 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183653,SCT000000274,RHP5257 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183888,SCT000000274,RHP6374 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183422,SCT000000274,RHP5026 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183420,SCT000000274,RHP5024 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183415,SCT000000274,RHP5019 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183412,SCT000000274,RHP5016 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183406,SCT000000274,RHP5010 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183405,SCT000000274,RHP5009 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183431,SCT000000274,RHP5035 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000184062,SCT000000274,RHP7551 scRNA-Seq,tonsil,Homo sapiens,2238,2036
SAM000184065,SCT000000274,RHP7554 scRNA-Seq,tonsil,Homo sapiens,2238,2036
SAM000184067,SCT000000274,RHP7556 scRNA-Seq,tonsil,Homo sapiens,2238,2036
SAM000184070,SCT000000274,RHP7559 scRNA-Seq,tonsil,Homo sapiens,2238,2036
SAM000184071,SCT000000274,RHP7560 scRNA-Seq,tonsil,Homo sapiens,2238,2036
SAM000184074,SCT000000274,RHP7563 scRNA-Seq,tonsil,Homo sapiens,2238,2036
